station_id,Aluminium,Ammonium,Boron,Chloride,Coli-like-bacteria-Colilert,Coli-like-bacteria,Colony-count-at-22-C,Color-Pt-Co-unit,Color-Pt/Co-scale,Electrical-conductivity,Enterococci,Escherichia-coli-Colilert,Escherichia-coli,Fluoride,Iron,Manganese,Nitrate,Nitrite,Odour-dilution-level,Oxidability,Smell-ball-units,Sodium,Sulphate,Taste-ball-units,Taste-dilution-degree,Turbidity-NTU,pH ,compliance
487,16.932116504854367,0.05,0.3218189655172416,68.04684684684685,20.7088,0.0,39.82432432432432,1.8,3.4260752688172045,474.0,0.4293478260869565,0.4129032258064516,0.0,0.7082352941176469,20.0,61.266284584980255,2.6025,0.0113448275862068,1.6276276276276276,1.4496478873239438,0.0,49.16819444444443,17.731818181818184,0.0,1.5967213114754095,1.6,7.8,0
1555,16.932116504854367,0.05,0.3218189655172416,68.04684684684685,20.7088,0.0,0.0,4.233898305084746,0.0,465.0,0.4293478260869565,0.4129032258064516,0.0,0.7082352941176469,20.0,61.266284584980255,2.6025,0.0113448275862068,1.0,1.4496478873239438,0.4105263157894737,49.16819444444443,17.731818181818184,0.4148936170212766,1.0,1.0,7.3,0
205,16.932116504854367,0.05,0.3218189655172416,68.04684684684685,20.7088,0.0,0.0,4.233898305084746,0.0,448.0,0.4293478260869565,0.4129032258064516,0.0,0.7082352941176469,20.0,10.0,2.6025,0.0113448275862068,1.0,1.4496478873239438,0.4105263157894737,49.16819444444443,17.731818181818184,0.4148936170212766,1.0,1.0,7.8,0
1228,16.932116504854367,0.09,0.641,68.04684684684685,20.7088,0.0,15.0,4.233898305084746,4.0,978.0,0.4293478260869565,0.4129032258064516,0.0,1.36,21.0,61.266284584980255,2.6025,0.003,1.6276276276276276,1.4496478873239438,1.0,49.16819444444443,17.731818181818184,1.0,1.5967213114754095,0.5,7.44,0
470,16.932116504854367,0.06,0.3218189655172416,68.04684684684685,20.7088,0.0,1.0,6.6,3.4260752688172045,446.0,0.4293478260869565,0.4129032258064516,0.0,0.7082352941176469,84.0,61.266284584980255,2.6025,0.0113448275862068,1.6276276276276276,1.4496478873239438,0.0,49.16819444444443,17.731818181818184,0.0,1.5967213114754095,0.2,7.7,0
614,16.932116504854367,0.12,0.3218189655172416,68.04684684684685,20.7088,0.0,97.0,4.233898305084746,3.0,500.0,0.0,0.4129032258064516,0.0,1.5,100.0,61.266284584980255,2.6025,0.0113448275862068,1.6276276276276276,1.4496478873239438,1.0,49.16819444444443,17.731818181818184,1.0,1.5967213114754095,0.5,8.64,0
1420,16.932116504854367,0.1397524429967422,0.3218189655172416,68.04684684684685,0.0,1.3819875776397517,53.0,4.233898305084746,4.0,240.0,0.4293478260869565,0.0,0.062111801242236,0.7082352941176469,49.0,5.0,2.6025,0.0113448275862068,1.0,1.4496478873239438,0.4105263157894737,49.16819444444443,17.731818181818184,0.4148936170212766,1.0,1.0,7.5,0
188,16.932116504854367,0.23,0.3218189655172416,68.04684684684685,20.7088,0.0,17.0,4.233898305084746,3.4260752688172045,889.0,0.0,0.4129032258064516,0.0,0.7082352941176469,250.0,61.266284584980255,2.6025,0.0113448275862068,1.6276276276276276,1.4496478873239438,0.0,49.16819444444443,17.731818181818184,0.0,1.5967213114754095,0.5,7.45,1
1286,16.932116504854367,0.2,0.3218189655172416,68.04684684684685,20.7088,0.0,39.82432432432432,4.233898305084746,6.0,640.0,0.4293478260869565,0.4129032258064516,0.0,0.7082352941176469,240.0,61.266284584980255,2.6025,0.0113448275862068,1.6276276276276276,1.4496478873239438,0.4105263157894737,49.16819444444443,17.731818181818184,0.4148936170212766,1.5967213114754095,0.72,7.5,1
736,16.932116504854367,0.05,0.3218189655172416,68.04684684684685,20.7088,0.0,33.0,4.233898305084746,9.0,835.0,0.4293478260869565,0.4129032258064516,0.0,0.79,82.0,5.0,2.6025,0.0113448275862068,1.6276276276276276,2.1,1.0,48.2,44.0,1.0,1.5967213114754095,0.5,7.53,0
