station_id,Aluminium_2019,Aluminium_2020,Ammonium_2019,Ammonium_2020,Boron_2019,Boron_2020,Chloride_2019,Chloride_2020,Coli-like-bacteria-Colilert_2019,Coli-like-bacteria-Colilert_2020,Coli-like-bacteria_2019,Coli-like-bacteria_2020,Colony-count-at-22-C_2019,Colony-count-at-22-C_2020,Color-Pt-Co-unit_2019,Color-Pt-Co-unit_2020,Color-Pt/Co-scale_2019,Color-Pt/Co-scale_2020,Electrical-conductivity_2019,Electrical-conductivity_2020,Enterococci_2019,Enterococci_2020,Escherichia-coli-Colilert_2019,Escherichia-coli-Colilert_2020,Escherichia-coli_2019,Escherichia-coli_2020,Fluoride_2019,Fluoride_2020,Iron_2019,Iron_2020,Manganese_2019,Manganese_2020,Nitrate_2019,Nitrate_2020,Nitrite_2019,Nitrite_2020,Odour-dilution-level_2019,Odour-dilution-level_2020,Oxidability_2019,Oxidability_2020,Smell-ball-units_2019,Smell-ball-units_2020,Sodium_2019,Sodium_2020,Sulphate_2019,Sulphate_2020,Taste-ball-units_2019,Taste-ball-units_2020,Taste-dilution-degree_2019,Taste-dilution-degree_2020,Turbidity-NTU_2019,Turbidity-NTU_2020,pH _2019,pH _2020,compliance_2019,compliance_2020,compliance_2021
487,16.932116504854367,10.102527659574466,0.05,0.05,0.32181896551724165,0.4970833333333336,68.04684684684685,66.51491228070174,20.7088,1.3072000000000001,0.0,0.0,39.82432432432432,38.012919896640824,1.8,1.9,3.4260752688172045,3.945118733509234,474.0,473.0,0.42934782608695654,0.017341040462427744,0.4129032258064516,0.016129032258064516,0.0,0.0,0.7082352941176469,0.7654225352112677,20.0,20.0,61.266284584980255,42.57557251908397,2.6024999999999996,2.58867543859649,0.011344827586206896,0.017431999999999986,1.6276276276276276,1.6765578635014837,1.4496478873239438,1.8227142857142842,0.0,0.0,49.16819444444443,56.46488549618321,17.731818181818184,16.347121212121213,0.0,0.0,1.5967213114754097,1.6503267973856208,1.6,0.2,7.8,7.6,0,0,0
1555,16.932116504854367,10.102527659574466,0.05,0.05,0.32181896551724165,0.4970833333333336,68.04684684684685,66.51491228070174,20.7088,1.3072000000000001,0.0,0.0,0.0,0.0,4.233898305084746,4.050793650793651,0.0,0.0,465.0,483.0,0.42934782608695654,0.017341040462427744,0.4129032258064516,0.016129032258064516,0.0,0.0,0.7082352941176469,0.7654225352112677,20.0,20.0,61.266284584980255,42.57557251908397,2.6024999999999996,2.58867543859649,0.011344827586206896,0.017431999999999986,1.0,1.0,1.4496478873239438,1.8227142857142842,0.4105263157894737,0.49056603773584906,49.16819444444443,56.46488549618321,17.731818181818184,16.347121212121213,0.4148936170212766,0.5242718446601942,1.0,1.0,1.0,1.0,7.3,7.1,0,0,0
205,16.932116504854367,10.0,0.05,0.24,0.32181896551724165,0.1,68.04684684684685,66.51491228070174,20.7088,1.3072000000000001,0.0,0.0,0.0,0.0,4.233898305084746,4.050793650793651,0.0,0.0,448.0,359.0,0.42934782608695654,0.0,0.4129032258064516,0.016129032258064516,0.0,0.0,0.7082352941176469,0.1,20.0,21.0,10.0,10.0,2.6024999999999996,2.58867543859649,0.011344827586206896,0.017431999999999986,1.0,1.0,1.4496478873239438,1.8227142857142842,0.4105263157894737,0.49056603773584906,49.16819444444443,56.46488549618321,17.731818181818184,16.347121212121213,0.4148936170212766,0.5242718446601942,1.0,1.0,1.0,1.0,7.8,7.7,0,0,0
1228,16.932116504854367,10.102527659574466,0.09,0.05,0.641,0.932,68.04684684684685,66.51491228070174,20.7088,1.3072000000000001,0.0,0.0,15.0,2.0,4.233898305084746,4.050793650793651,4.0,4.0,978.0,920.0,0.42934782608695654,0.017341040462427744,0.4129032258064516,0.016129032258064516,0.0,0.0,1.36,1.5,21.0,10.0,61.266284584980255,42.57557251908397,2.6024999999999996,2.58867543859649,0.003,0.003,1.6276276276276276,1.6765578635014837,1.4496478873239438,1.8227142857142842,1.0,1.0,49.16819444444443,56.46488549618321,17.731818181818184,16.347121212121213,1.0,1.0,1.5967213114754097,1.6503267973856208,0.5,0.5,7.44,7.58,0,0,0
470,16.932116504854367,10.102527659574466,0.06,0.05,0.32181896551724165,0.4970833333333336,68.04684684684685,66.51491228070174,20.7088,1.3072000000000001,0.0,2.0,1.0,31.0,6.6,5.0,3.4260752688172045,3.945118733509234,446.0,579.0,0.42934782608695654,0.017341040462427744,0.4129032258064516,0.016129032258064516,0.0,0.0,0.7082352941176469,0.7654225352112677,84.0,3500.0,61.266284584980255,42.57557251908397,2.6024999999999996,2.58867543859649,0.011344827586206896,0.017431999999999986,1.6276276276276276,1.6765578635014837,1.4496478873239438,1.8227142857142842,0.0,0.0,49.16819444444443,56.46488549618321,17.731818181818184,16.347121212121213,0.0,0.0,1.5967213114754097,1.6503267973856208,0.2,44.0,7.7,8.0,0,1,0
614,16.932116504854367,10.102527659574466,0.12,0.13,0.32181896551724165,0.4970833333333336,68.04684684684685,66.51491228070174,20.7088,1.3072000000000001,0.0,0.0,97.0,300.0,4.233898305084746,4.050793650793651,3.0,3.0,500.0,505.0,0.0,0.017341040462427744,0.4129032258064516,0.016129032258064516,0.0,0.0,1.5,1.36,100.0,110.0,61.266284584980255,42.57557251908397,2.6024999999999996,2.58867543859649,0.011344827586206896,0.017431999999999986,1.6276276276276276,1.6765578635014837,1.4496478873239438,1.8227142857142842,1.0,1.0,49.16819444444443,56.46488549618321,17.731818181818184,16.347121212121213,1.0,1.0,1.5967213114754097,1.6503267973856208,0.5,0.5,8.64,8.45,0,0,1
1420,16.932116504854367,10.102527659574466,0.13975244299674225,0.13235172413793103,0.32181896551724165,0.4970833333333336,68.04684684684685,66.51491228070174,0.0,0.0,1.3819875776397517,0.43125,53.0,15.0,4.233898305084746,4.050793650793651,4.0,4.0,240.0,213.0,0.42934782608695654,0.017341040462427744,0.0,0.0,0.062111801242236024,0.0,0.7082352941176469,0.7654225352112677,49.0,53.0,5.0,5.0,2.6024999999999996,2.58867543859649,0.011344827586206896,0.017431999999999986,1.0,2.0,1.4496478873239438,1.8227142857142842,0.4105263157894737,0.49056603773584906,49.16819444444443,56.46488549618321,17.731818181818184,16.347121212121213,0.4148936170212766,0.5242718446601942,1.0,2.0,1.0,1.0,7.5,8.0,0,0,0
188,16.932116504854367,10.102527659574466,0.23,0.13235172413793103,0.32181896551724165,0.4970833333333336,68.04684684684685,66.51491228070174,20.7088,1.3072000000000001,0.0,0.0,17.0,74.0,4.233898305084746,4.050793650793651,3.4260752688172045,3.945118733509234,889.0,987.0,0.0,0.017341040462427744,0.4129032258064516,0.016129032258064516,0.0,0.0,0.7082352941176469,0.7654225352112677,250.0,280.0,61.266284584980255,42.57557251908397,2.6024999999999996,2.58867543859649,0.011344827586206896,0.017431999999999986,1.6276276276276276,1.6765578635014837,1.4496478873239438,1.8227142857142842,0.0,0.0,49.16819444444443,56.46488549618321,17.731818181818184,16.347121212121213,0.0,0.0,1.5967213114754097,1.6503267973856208,0.5,0.5,7.45,7.4,1,1,0
1286,16.932116504854367,50.0,0.2,0.23,0.32181896551724165,0.091,68.04684684684685,6.5,20.7088,0.0,0.0,0.43125,39.82432432432432,0.0,4.233898305084746,4.050793650793651,6.0,4.2,640.0,638.0,0.42934782608695654,0.0,0.4129032258064516,0.0,0.0,0.0,0.7082352941176469,0.52,240.0,150.0,61.266284584980255,36.0,2.6024999999999996,0.04,0.011344827586206896,0.003,1.6276276276276276,1.6765578635014837,1.4496478873239438,1.8,0.4105263157894737,0.49056603773584906,49.16819444444443,15.0,17.731818181818184,1.1,0.4148936170212766,0.5242718446601942,1.5967213114754097,1.6503267973856208,0.72,0.5,7.5,7.7,1,0,1
736,16.932116504854367,10.102527659574466,0.05,0.13235172413793103,0.32181896551724165,0.4970833333333336,68.04684684684685,66.51491228070174,20.7088,1.3072000000000001,0.0,0.0,33.0,26.0,4.233898305084746,4.050793650793651,9.0,11.0,835.0,822.0,0.42934782608695654,0.017341040462427744,0.4129032258064516,0.016129032258064516,0.0,0.0,0.79,1.07,82.0,68.0,5.0,42.57557251908397,2.6024999999999996,2.58867543859649,0.011344827586206896,0.017431999999999986,1.6276276276276276,1.6765578635014837,2.1,1.8227142857142842,1.0,1.0,48.2,56.46488549618321,44.0,16.347121212121213,1.0,1.0,1.5967213114754097,1.6503267973856208,0.5,0.5,7.53,7.26,0,0,0
